datesold,price,propertyType,bedrooms
7/5/11 0:00,515000,house,3
7/5/11 0:00,585000,house,4
7/6/11 0:00,460000,house,3
7/7/11 0:00,460000,house,3
7/7/11 0:00,507000,house,3
7/7/11 0:00,657000,house,4
7/7/11 0:00,665000,house,4
7/8/11 0:00,395000,house,3
7/8/11 0:00,530000,house,4
7/8/11 0:00,618000,house,4
7/8/11 0:00,820000,house,4
7/9/11 0:00,725000,house,4
7/9/11 0:00,895000,house,3
7/9/11 0:00,1030000,house,4
7/11/11 0:00,445000,house,3
7/11/11 0:00,565000,house,3
7/11/11 0:00,580000,house,4
7/12/11 0:00,530000,house,4
7/12/11 0:00,532000,house,4
7/12/11 0:00,618000,house,4
7/13/11 0:00,380000,house,3
7/13/11 0:00,420000,house,3
7/13/11 0:00,433500,house,3
7/13/11 0:00,550000,house,4
7/13/11 0:00,583500,house,3
7/13/11 0:00,638000,house,4
7/13/11 0:00,900000,house,3
7/14/11 0:00,449950,house,3
7/14/11 0:00,658000,house,4
7/14/11 0:00,671000,house,4
7/15/11 0:00,390000,house,4
7/15/11 0:00,442500,house,4
7/15/11 0:00,460000,house,3
7/15/11 0:00,510000,house,4
7/15/11 0:00,720000,house,3
7/16/11 0:00,595000,house,3
7/16/11 0:00,602500,house,3
7/16/11 0:00,606000,house,4
7/16/11 0:00,617250,house,4
7/16/11 0:00,640000,house,3
7/16/11 0:00,690000,house,4
7/18/11 0:00,395000,house,3
7/18/11 0:00,465000,house,3
7/18/11 0:00,467000,house,3
7/18/11 0:00,488500,house,3
7/18/11 0:00,530000,house,3
7/18/11 0:00,630000,house,4
7/19/11 0:00,350000,house,3
7/19/11 0:00,580000,house,3
7/20/11 0:00,526000,house,4
7/20/11 0:00,535000,house,4
7/20/11 0:00,590000,house,3
7/20/11 0:00,639950,house,3
7/20/11 0:00,680000,house,4
7/20/11 0:00,747000,house,4
7/20/11 0:00,1780000,house,3
7/21/11 0:00,433500,house,3
7/21/11 0:00,515000,house,3
7/22/11 0:00,415000,house,3
7/22/11 0:00,465000,house,3
7/22/11 0:00,465000,house,3
7/22/11 0:00,487000,house,3
7/22/11 0:00,650000,house,4
7/22/11 0:00,695000,house,5
7/22/11 0:00,712000,house,5
7/22/11 0:00,795000,house,4
7/22/11 0:00,1200000,house,4
7/23/11 0:00,453000,house,3
7/23/11 0:00,655000,house,2
7/23/11 0:00,975000,house,4
7/25/11 0:00,394000,house,3
7/25/11 0:00,429000,house,3
7/25/11 0:00,435000,house,3
7/25/11 0:00,562000,house,4
7/25/11 0:00,645000,house,4
7/25/11 0:00,730000,house,3
7/26/11 0:00,315000,house,3
7/26/11 0:00,424000,house,3
7/26/11 0:00,425250,house,3
7/26/11 0:00,520000,house,4
7/26/11 0:00,557000,house,5
7/27/11 0:00,510000,house,3
7/27/11 0:00,566000,house,3
7/28/11 0:00,387500,house,3
7/28/11 0:00,395000,house,3
7/28/11 0:00,435000,house,3
7/28/11 0:00,507825,house,3
7/28/11 0:00,512000,house,4
7/28/11 0:00,525450,house,4
7/29/11 0:00,360000,house,3
7/29/11 0:00,482000,house,3
7/29/11 0:00,485000,house,4
7/29/11 0:00,599000,house,4
7/29/11 0:00,636000,house,4
7/30/11 0:00,434000,house,3
7/30/11 0:00,761000,house,3
7/30/11 0:00,850000,house,3
8/1/11 0:00,450000,house,4
8/1/11 0:00,680000,house,4
8/2/11 0:00,475000,house,3
8/3/11 0:00,390000,house,3
8/3/11 0:00,410000,house,4
8/3/11 0:00,440000,house,3
8/3/11 0:00,535500,house,4
8/3/11 0:00,550000,house,4
8/3/11 0:00,575000,house,4
8/3/11 0:00,610000,house,2
8/3/11 0:00,610803,house,4
8/3/11 0:00,635000,house,3
8/3/11 0:00,660000,house,4
8/3/11 0:00,710000,house,2
8/4/11 0:00,390000,house,3
8/4/11 0:00,480000,house,4
8/4/11 0:00,571000,house,4
8/4/11 0:00,671000,house,4
8/4/11 0:00,740000,house,4
8/5/11 0:00,365000,house,3
8/5/11 0:00,373000,house,3
8/5/11 0:00,420000,house,3
8/5/11 0:00,420000,house,3
8/5/11 0:00,422000,house,3
8/5/11 0:00,447500,house,3
8/5/11 0:00,450000,house,3
8/5/11 0:00,475000,house,3
8/5/11 0:00,477000,house,4
8/5/11 0:00,494000,house,3
8/5/11 0:00,499000,house,3
8/5/11 0:00,502000,house,3
8/5/11 0:00,553000,house,5
8/5/11 0:00,670000,house,3
8/5/11 0:00,725000,house,4
8/5/11 0:00,904000,house,3
8/8/11 0:00,412000,house,3
8/8/11 0:00,420000,house,3
8/8/11 0:00,499000,house,3
8/8/11 0:00,536000,house,4
8/8/11 0:00,545000,house,4
8/8/11 0:00,720000,house,5
8/9/11 0:00,461000,house,3
8/9/11 0:00,491000,house,3
8/9/11 0:00,513000,house,4
8/9/11 0:00,730000,house,3
8/10/11 0:00,416000,house,3
8/10/11 0:00,460000,house,4
8/11/11 0:00,521000,house,4
8/11/11 0:00,635000,house,4
8/11/11 0:00,688000,house,3
8/12/11 0:00,507500,house,3
8/12/11 0:00,525000,house,4
8/12/11 0:00,570000,house,3
8/12/11 0:00,850000,house,4
8/13/11 0:00,670000,house,4
8/13/11 0:00,1650000,house,3
8/15/11 0:00,410000,house,3
8/15/11 0:00,453500,house,3
8/15/11 0:00,528000,house,4
8/16/11 0:00,389000,house,3
8/16/11 0:00,415000,house,3
8/16/11 0:00,539950,house,4
8/16/11 0:00,748000,house,1
8/17/11 0:00,425000,house,3
8/17/11 0:00,520000,house,4
8/17/11 0:00,640000,house,3
8/17/11 0:00,650000,house,4
8/17/11 0:00,882500,house,3
8/18/11 0:00,473000,house,3
8/18/11 0:00,505000,house,3
8/18/11 0:00,520000,house,3
8/18/11 0:00,600000,house,3
8/18/11 0:00,652500,house,3
8/19/11 0:00,505000,house,4
8/19/11 0:00,595500,house,3
8/19/11 0:00,619950,house,4
8/19/11 0:00,649000,house,4
8/19/11 0:00,815000,house,4
8/20/11 0:00,395000,house,3
8/20/11 0:00,610000,house,3
8/20/11 0:00,650000,house,4
8/20/11 0:00,791000,house,3
8/20/11 0:00,800000,house,5
8/20/11 0:00,1000000,house,4
8/22/11 0:00,445000,house,3
8/22/11 0:00,455000,house,3
8/22/11 0:00,457500,house,4
8/22/11 0:00,475000,house,3
8/22/11 0:00,520000,house,4
8/23/11 0:00,327000,house,3
8/23/11 0:00,432000,house,4
8/23/11 0:00,435000,house,3
8/23/11 0:00,565000,house,4
8/23/11 0:00,755000,house,4
8/23/11 0:00,830000,house,4
8/24/11 0:00,372000,house,1
8/24/11 0:00,530000,house,4
8/24/11 0:00,575000,house,5
8/25/11 0:00,360000,house,3
8/25/11 0:00,362000,house,3
8/25/11 0:00,500000,house,4
8/25/11 0:00,579950,house,4
8/26/11 0:00,418000,house,3
8/26/11 0:00,435000,house,2
8/26/11 0:00,620000,house,4
8/26/11 0:00,700000,house,5
8/26/11 0:00,864000,house,5
8/27/11 0:00,586000,house,4
8/27/11 0:00,670000,house,4
8/27/11 0:00,735000,house,4
8/27/11 0:00,967000,house,4
8/29/11 0:00,440000,house,3
8/29/11 0:00,1175000,house,5
8/30/11 0:00,370000,house,3
8/30/11 0:00,380000,house,3
8/30/11 0:00,390000,house,2
8/30/11 0:00,550000,house,4
8/30/11 0:00,600000,house,3
8/30/11 0:00,820000,house,3
8/31/11 0:00,370000,house,3
8/31/11 0:00,517500,house,4
8/31/11 0:00,650000,house,3
8/31/11 0:00,685000,house,4
8/31/11 0:00,720250,house,5
8/31/11 0:00,930000,house,3
9/1/11 0:00,425000,house,3
9/1/11 0:00,429000,house,3
9/1/11 0:00,2500000,house,5
9/2/11 0:00,358000,house,3
9/2/11 0:00,425000,house,3
9/2/11 0:00,458000,house,3
9/2/11 0:00,527500,house,3
9/2/11 0:00,625000,house,4
9/3/11 0:00,372500,house,3
9/5/11 0:00,380000,house,3
9/5/11 0:00,427500,house,3
9/5/11 0:00,462000,house,4
9/5/11 0:00,665000,house,4
9/5/11 0:00,695000,house,3
9/5/11 0:00,765000,house,4
9/6/11 0:00,377000,house,3
9/7/11 0:00,360000,house,2
9/7/11 0:00,410000,house,3
9/7/11 0:00,429000,house,3
9/7/11 0:00,465000,house,3
9/7/11 0:00,468000,house,3
9/7/11 0:00,5425000,house,4
9/8/11 0:00,520000,house,3
9/8/11 0:00,745000,house,4
9/9/11 0:00,670000,house,5
9/9/11 0:00,782000,house,5
9/10/11 0:00,587500,house,3
9/12/11 0:00,439950,house,3
9/12/11 0:00,485000,house,3
9/12/11 0:00,555000,house,4
9/12/11 0:00,645000,house,3
9/13/11 0:00,530000,house,3
9/13/11 0:00,538000,house,4
9/13/11 0:00,617500,house,4
9/14/11 0:00,522000,house,3
9/15/11 0:00,512000,house,4
9/15/11 0:00,595000,house,3
9/16/11 0:00,477000,house,3
9/16/11 0:00,1200000,house,4
9/19/11 0:00,354000,house,3
9/19/11 0:00,415000,house,3
9/19/11 0:00,580000,house,4
9/19/11 0:00,585000,house,4
9/19/11 0:00,604000,house,4
9/19/11 0:00,720000,house,3
9/20/11 0:00,395000,house,2
9/20/11 0:00,407000,house,3
9/21/11 0:00,427000,house,3
9/21/11 0:00,444000,house,3
9/21/11 0:00,450000,house,3
9/21/11 0:00,469950,house,3
9/21/11 0:00,502000,house,3
9/21/11 0:00,551000,house,3
9/21/11 0:00,600000,house,4
9/22/11 0:00,405000,house,2
9/22/11 0:00,632500,house,4
9/23/11 0:00,390000,house,3
9/23/11 0:00,410000,house,3
9/23/11 0:00,430000,house,2
9/23/11 0:00,490000,house,3
9/23/11 0:00,830000,house,3
9/24/11 0:00,415000,house,3
9/24/11 0:00,485000,house,3
9/24/11 0:00,501000,house,3
9/24/11 0:00,585000,house,4
9/24/11 0:00,742000,house,3
9/24/11 0:00,835000,house,4
9/24/11 0:00,1250000,house,3
9/25/11 0:00,975000,house,4
9/26/11 0:00,450000,house,2
9/26/11 0:00,580000,house,3
9/27/11 0:00,470000,house,3
9/27/11 0:00,580000,house,4
9/27/11 0:00,612500,house,4
9/27/11 0:00,753000,house,4
9/28/11 0:00,390000,house,3
9/29/11 0:00,675000,house,4
9/29/11 0:00,680000,house,3
9/30/11 0:00,347000,house,2
9/30/11 0:00,395000,house,3
9/30/11 0:00,399000,house,3
9/30/11 0:00,440000,house,3
9/30/11 0:00,507500,house,3
9/30/11 0:00,605000,house,4
9/30/11 0:00,620000,house,4
9/30/11 0:00,675000,house,4
10/1/11 0:00,476000,house,4
10/1/11 0:00,560000,house,4
10/1/11 0:00,875000,house,4
10/1/11 0:00,1100000,house,4
10/4/11 0:00,415000,house,3
10/4/11 0:00,447500,house,3
10/4/11 0:00,490000,house,3
10/4/11 0:00,525000,house,3
10/4/11 0:00,530000,house,4
10/4/11 0:00,675000,house,5
10/4/11 0:00,777000,house,5
10/5/11 0:00,385000,house,3
10/5/11 0:00,422500,house,3
10/5/11 0:00,426500,house,3
10/5/11 0:00,455000,house,3
10/5/11 0:00,598000,house,4
10/5/11 0:00,617500,house,4
10/5/11 0:00,630000,house,5
10/5/11 0:00,2200000,house,5
10/6/11 0:00,365000,house,3
10/6/11 0:00,397000,house,3
10/6/11 0:00,500000,house,3
10/6/11 0:00,505000,house,2
10/6/11 0:00,550000,house,3
10/6/11 0:00,575000,house,3
10/6/11 0:00,605000,house,4
10/6/11 0:00,625000,house,4
10/7/11 0:00,423000,house,3
10/7/11 0:00,540000,house,5
10/7/11 0:00,555000,house,4
10/7/11 0:00,570000,house,4
10/7/11 0:00,700000,house,4
10/8/11 0:00,384000,house,3
10/8/11 0:00,665000,house,3
10/10/11 0:00,455000,house,4
10/11/11 0:00,372000,house,2
10/11/11 0:00,399000,house,3
10/11/11 0:00,577000,house,3
10/11/11 0:00,662500,house,4
10/12/11 0:00,375000,house,3
10/12/11 0:00,400000,house,3
10/12/11 0:00,405000,house,3
10/12/11 0:00,420000,house,4
10/12/11 0:00,443000,house,3
10/12/11 0:00,490000,house,2
10/12/11 0:00,505500,house,4
10/13/11 0:00,361000,house,3
10/13/11 0:00,371000,house,3
10/13/11 0:00,450000,house,3
10/13/11 0:00,610000,house,4
10/13/11 0:00,700000,house,3
10/14/11 0:00,510000,house,4
10/15/11 0:00,795000,house,3
10/15/11 0:00,980000,house,5
10/17/11 0:00,440000,house,3
10/17/11 0:00,450000,house,4
10/17/11 0:00,500000,house,5
10/18/11 0:00,405000,house,3
10/18/11 0:00,409000,house,3
10/18/11 0:00,429000,house,4
10/18/11 0:00,435000,house,3
10/18/11 0:00,475000,house,4
10/18/11 0:00,483000,house,3
10/18/11 0:00,770000,house,4
10/18/11 0:00,930000,house,4
10/19/11 0:00,385000,house,3
10/19/11 0:00,389000,house,3
10/19/11 0:00,460000,house,3
10/19/11 0:00,475500,house,3
10/19/11 0:00,480000,house,4
10/19/11 0:00,520000,house,4
10/19/11 0:00,525000,house,2
10/19/11 0:00,703500,house,5
10/19/11 0:00,900000,house,3
10/20/11 0:00,350000,house,3
10/20/11 0:00,430000,house,3
10/20/11 0:00,470000,house,3
10/20/11 0:00,528000,house,3
10/20/11 0:00,540000,house,4
10/21/11 0:00,548000,house,3
10/21/11 0:00,591500,house,3
10/21/11 0:00,770000,house,3
10/21/11 0:00,860000,house,4
10/22/11 0:00,691000,house,3
10/22/11 0:00,715000,house,3
10/24/11 0:00,363000,house,1
10/24/11 0:00,452500,house,3
10/24/11 0:00,557000,house,4
10/24/11 0:00,658000,house,4
10/24/11 0:00,850000,house,3
10/25/11 0:00,337500,house,3
10/25/11 0:00,443000,house,3
10/25/11 0:00,510000,house,4
10/26/11 0:00,425000,house,3
10/26/11 0:00,438000,house,3
10/26/11 0:00,466000,house,3
10/26/11 0:00,475000,house,2
10/26/11 0:00,606000,house,4
10/26/11 0:00,2375000,house,5
10/27/11 0:00,470000,house,3
10/27/11 0:00,485000,house,4
10/27/11 0:00,515000,house,4
10/27/11 0:00,1270000,house,4
10/28/11 0:00,355000,house,2
10/28/11 0:00,405000,house,3
10/29/11 0:00,480000,house,3
10/29/11 0:00,735000,house,3
10/29/11 0:00,1005000,house,4
10/31/11 0:00,435000,house,3
10/31/11 0:00,455000,house,3
10/31/11 0:00,471000,house,3
10/31/11 0:00,550000,house,3
11/1/11 0:00,501000,house,4
11/1/11 0:00,595000,house,4
11/2/11 0:00,472000,house,4
11/2/11 0:00,480000,house,4
11/2/11 0:00,515000,house,4
11/2/11 0:00,582000,house,3
11/2/11 0:00,585000,house,4
11/2/11 0:00,720000,house,4
11/2/11 0:00,740000,house,3
11/3/11 0:00,470000,house,4
11/4/11 0:00,404500,house,3
11/4/11 0:00,413000,house,3
11/4/11 0:00,452500,house,3
11/4/11 0:00,470000,house,3
11/4/11 0:00,482000,house,3
11/4/11 0:00,580000,house,5
11/4/11 0:00,1100000,house,4
11/5/11 0:00,550000,house,5
11/5/11 0:00,625000,house,4
11/5/11 0:00,680000,house,4
11/5/11 0:00,890000,house,4
11/6/11 0:00,571000,house,5
11/7/11 0:00,359000,house,2
11/7/11 0:00,369000,house,2
11/7/11 0:00,390000,house,3
11/7/11 0:00,515000,house,4
11/7/11 0:00,520000,house,4
11/7/11 0:00,525000,house,4
11/7/11 0:00,560000,house,4
11/7/11 0:00,563000,house,3
11/7/11 0:00,655000,house,4
11/7/11 0:00,900000,house,3
11/8/11 0:00,359100,house,3
11/8/11 0:00,460000,house,3
11/8/11 0:00,462000,house,4
11/8/11 0:00,475000,house,3
11/8/11 0:00,592000,house,3
11/8/11 0:00,605000,house,4
11/9/11 0:00,425100,house,4
11/9/11 0:00,645000,house,4
11/9/11 0:00,665000,house,3
11/9/11 0:00,908000,house,5
11/9/11 0:00,970000,house,5
11/9/11 0:00,1000000,house,4
11/10/11 0:00,415000,house,2
11/10/11 0:00,465000,house,3
11/10/11 0:00,469000,house,3
11/10/11 0:00,500000,house,4
11/10/11 0:00,501000,house,4
11/10/11 0:00,600600,house,3
11/10/11 0:00,615000,house,3
11/10/11 0:00,648000,house,3
11/10/11 0:00,830000,house,5
11/11/11 0:00,450000,house,4
11/11/11 0:00,570000,house,5
11/11/11 0:00,590000,house,4
11/11/11 0:00,625000,house,4
11/12/11 0:00,546000,house,4
11/12/11 0:00,651000,house,4
11/12/11 0:00,975000,house,4
11/14/11 0:00,443000,house,3
11/14/11 0:00,451500,house,3
11/14/11 0:00,470000,house,3
11/14/11 0:00,478000,house,4
11/14/11 0:00,485000,house,4
11/14/11 0:00,505000,house,4
11/15/11 0:00,385000,house,3
11/15/11 0:00,390000,house,3
11/15/11 0:00,415000,house,3
11/15/11 0:00,505000,house,3
11/16/11 0:00,410000,house,3
11/16/11 0:00,429000,house,3
11/16/11 0:00,447000,house,3
11/16/11 0:00,455000,house,3
11/16/11 0:00,459970,house,3
11/16/11 0:00,467000,house,3
11/16/11 0:00,507500,house,4
11/16/11 0:00,510000,house,4
11/16/11 0:00,510000,house,4
11/16/11 0:00,510000,house,4
11/16/11 0:00,1350000,house,5
11/17/11 0:00,385000,house,3
11/17/11 0:00,439000,house,3
11/17/11 0:00,485555,house,3
11/17/11 0:00,540000,house,4
11/17/11 0:00,560000,house,4
11/17/11 0:00,637500,house,3
11/17/11 0:00,655000,house,4
11/17/11 0:00,845000,house,4
11/17/11 0:00,910000,house,4
11/17/11 0:00,1000000,house,3
11/18/11 0:00,409000,house,3
11/18/11 0:00,425000,house,3
11/18/11 0:00,443000,house,3
11/18/11 0:00,455000,house,4
11/18/11 0:00,470000,house,3
11/18/11 0:00,476000,house,3
11/18/11 0:00,550000,house,4
11/18/11 0:00,650000,house,4
11/19/11 0:00,420000,house,3
11/19/11 0:00,522000,house,3
11/19/11 0:00,562000,house,3
11/19/11 0:00,590000,house,3
11/19/11 0:00,592000,house,3
11/19/11 0:00,877000,house,5
11/21/11 0:00,399000,house,4
11/21/11 0:00,495000,house,3
11/21/11 0:00,499950,house,4
11/21/11 0:00,610000,house,3
11/21/11 0:00,702000,house,4
11/21/11 0:00,1261000,house,4
11/22/11 0:00,380000,house,3
11/22/11 0:00,447000,house,3
11/22/11 0:00,491500,house,4
11/22/11 0:00,519000,house,3
11/22/11 0:00,530000,house,3
11/22/11 0:00,760000,house,4
11/23/11 0:00,415000,house,3
11/23/11 0:00,2100000,house,4
11/24/11 0:00,545000,house,4
11/24/11 0:00,550000,house,3
11/24/11 0:00,585000,house,4
11/24/11 0:00,690000,house,4
11/24/11 0:00,1175000,house,4
11/25/11 0:00,380000,house,3
11/25/11 0:00,386000,house,3
11/25/11 0:00,400000,house,2
11/25/11 0:00,445000,house,3
11/25/11 0:00,455000,house,4
11/25/11 0:00,471500,house,3
11/25/11 0:00,520000,house,4
11/25/11 0:00,595000,house,3
11/25/11 0:00,705000,house,4
11/25/11 0:00,833000,house,4
11/25/11 0:00,960000,house,5
11/26/11 0:00,523000,house,3
11/26/11 0:00,539500,house,4
11/26/11 0:00,780000,house,5
11/26/11 0:00,851982,house,3
11/26/11 0:00,852000,house,4
11/26/11 0:00,903018,house,3
11/28/11 0:00,366000,house,3
11/28/11 0:00,435000,house,3
11/28/11 0:00,602500,house,3
11/28/11 0:00,688000,house,4
11/28/11 0:00,940000,house,5
11/29/11 0:00,375000,house,3
11/29/11 0:00,450000,house,3
11/29/11 0:00,500000,house,3
11/29/11 0:00,533500,house,3
11/29/11 0:00,610000,house,4
11/29/11 0:00,650000,house,3
11/29/11 0:00,731500,house,3
11/29/11 0:00,805000,house,3
11/29/11 0:00,940000,house,4
11/30/11 0:00,395000,house,3
11/30/11 0:00,408000,house,3
11/30/11 0:00,410000,house,3
11/30/11 0:00,460000,house,4
11/30/11 0:00,468000,house,4
11/30/11 0:00,541000,house,4
11/30/11 0:00,638000,house,3
11/30/11 0:00,1200000,house,3
12/1/11 0:00,415000,house,3
12/1/11 0:00,434500,house,3
12/1/11 0:00,453000,house,3
12/1/11 0:00,455000,house,4
12/1/11 0:00,486000,house,4
12/1/11 0:00,630000,house,5
12/2/11 0:00,414000,house,3
12/2/11 0:00,480000,house,4
12/2/11 0:00,605000,house,4
12/2/11 0:00,620000,house,3
12/2/11 0:00,1030000,house,4
12/3/11 0:00,471000,house,4
12/3/11 0:00,791000,house,4
12/3/11 0:00,1200000,house,4
12/3/11 0:00,1270000,house,4
12/5/11 0:00,376500,house,3
12/5/11 0:00,397500,house,3
12/5/11 0:00,410000,house,3
12/5/11 0:00,435000,house,3
12/5/11 0:00,550000,house,3
12/5/11 0:00,615000,house,4
12/5/11 0:00,685000,house,3
12/5/11 0:00,997000,house,4
12/6/11 0:00,425000,house,3
12/6/11 0:00,470000,house,4
12/6/11 0:00,560000,house,5
12/7/11 0:00,430000,house,4
12/7/11 0:00,450000,house,3
12/7/11 0:00,450000,house,3
12/7/11 0:00,485000,house,3
12/7/11 0:00,495000,house,3
12/7/11 0:00,570000,house,3
12/7/11 0:00,590000,house,4
12/7/11 0:00,590000,house,4
12/7/11 0:00,680000,house,5
12/8/11 0:00,398000,house,3
12/8/11 0:00,405000,house,3
12/8/11 0:00,485000,house,3
12/8/11 0:00,576000,house,4
12/8/11 0:00,580000,house,3
12/8/11 0:00,640000,house,4
12/9/11 0:00,407666,house,3
12/9/11 0:00,465000,house,4
12/9/11 0:00,490000,house,4
12/9/11 0:00,517500,house,4
12/9/11 0:00,550000,house,3
12/9/11 0:00,558500,house,3
12/9/11 0:00,775000,house,4
12/9/11 0:00,950000,house,4
12/10/11 0:00,685000,house,4
12/10/11 0:00,735000,house,5
12/10/11 0:00,790000,house,4
12/12/11 0:00,355000,house,3
12/12/11 0:00,513000,house,4
12/12/11 0:00,620000,house,4
12/12/11 0:00,640000,house,4
12/12/11 0:00,1221000,house,5
12/12/11 0:00,1327000,house,5
12/13/11 0:00,382000,house,2
12/13/11 0:00,430000,house,4
12/13/11 0:00,436000,house,3
12/13/11 0:00,450000,house,4
12/13/11 0:00,470000,house,4
12/13/11 0:00,475000,house,3
12/13/11 0:00,525000,house,4
12/13/11 0:00,530000,house,3
12/14/11 0:00,376000,house,3
12/14/11 0:00,472500,house,3
12/14/11 0:00,517000,house,3
12/14/11 0:00,545000,house,3
12/14/11 0:00,685000,house,1
12/15/11 0:00,390000,house,3
12/15/11 0:00,447500,house,3
12/15/11 0:00,460000,house,3
12/16/11 0:00,455000,house,3
12/16/11 0:00,555000,house,3
12/16/11 0:00,555000,house,4
12/16/11 0:00,600000,house,5
12/16/11 0:00,1950000,house,4
12/17/11 0:00,730000,house,3
12/19/11 0:00,426000,house,3
12/19/11 0:00,475000,house,4
12/19/11 0:00,620000,house,4
12/19/11 0:00,862500,house,4
12/20/11 0:00,434000,house,3
12/20/11 0:00,510000,house,4
12/20/11 0:00,626000,house,3
12/20/11 0:00,757000,house,3
12/21/11 0:00,388000,house,3
12/21/11 0:00,407000,house,3
12/21/11 0:00,470000,house,3
12/21/11 0:00,512500,house,3
12/21/11 0:00,621000,house,3
12/21/11 0:00,1070000,house,5
12/22/11 0:00,385000,house,2
12/22/11 0:00,385000,house,3
12/22/11 0:00,385000,house,3
12/22/11 0:00,440000,house,3
12/22/11 0:00,505000,house,4
12/22/11 0:00,590000,house,4
12/23/11 0:00,405250,house,3
12/23/11 0:00,487000,house,4
12/23/11 0:00,520000,house,3
1/3/12 0:00,456000,house,3
1/3/12 0:00,715000,house,4
1/4/12 0:00,560000,house,4
1/5/12 0:00,425000,house,3
1/5/12 0:00,522500,house,3
1/6/12 0:00,430000,house,3
1/6/12 0:00,445000,house,3
1/9/12 0:00,420000,house,3
1/9/12 0:00,555000,house,4
1/9/12 0:00,1080000,house,4
1/10/12 0:00,412500,house,3
1/10/12 0:00,495000,house,4
1/10/12 0:00,586000,house,4
1/11/12 0:00,430000,house,3
1/11/12 0:00,555000,house,4
1/12/12 0:00,650500,house,4
1/12/12 0:00,735000,house,3
1/15/12 0:00,751500,house,4
1/16/12 0:00,413300,house,3
1/16/12 0:00,441000,house,3
1/16/12 0:00,445000,house,3
1/16/12 0:00,460000,house,4
1/16/12 0:00,608000,house,4
1/17/12 0:00,369000,house,3
1/17/12 0:00,409000,house,3
1/17/12 0:00,439000,house,3
1/17/12 0:00,457000,house,3
1/17/12 0:00,570000,house,3
1/17/12 0:00,1015000,house,5
1/18/12 0:00,405000,house,3
1/18/12 0:00,415000,house,3
1/18/12 0:00,512500,house,4
1/18/12 0:00,520000,house,4
1/18/12 0:00,660800,house,5
1/18/12 0:00,1150000,house,5
1/19/12 0:00,470000,house,4
1/19/12 0:00,617000,house,4
1/19/12 0:00,705000,house,4
1/19/12 0:00,752000,house,4
1/19/12 0:00,899000,house,4
1/20/12 0:00,460000,house,4
1/20/12 0:00,530000,house,4
1/21/12 0:00,985000,house,5
1/23/12 0:00,395000,house,2
1/23/12 0:00,420000,house,3
1/23/12 0:00,455000,house,3
1/23/12 0:00,533000,house,3
1/23/12 0:00,1260000,house,4
1/24/12 0:00,479000,house,4
1/24/12 0:00,575000,house,4
1/24/12 0:00,630000,house,4
1/24/12 0:00,632500,house,4
1/25/12 0:00,415000,house,2
1/25/12 0:00,445000,house,3
1/25/12 0:00,500000,house,3
1/27/12 0:00,395000,house,1
1/27/12 0:00,405000,house,2
1/27/12 0:00,405000,house,3
1/27/12 0:00,432000,house,3
1/27/12 0:00,460000,house,4
1/27/12 0:00,475000,house,3
1/27/12 0:00,620000,house,3
1/30/12 0:00,430000,house,3
1/30/12 0:00,432000,house,3
1/30/12 0:00,450000,house,4
1/30/12 0:00,480000,house,3
1/30/12 0:00,517500,house,4
1/30/12 0:00,565000,house,4
1/30/12 0:00,610000,house,4
1/30/12 0:00,660000,house,4
1/30/12 0:00,795000,house,3
1/31/12 0:00,450000,house,3
1/31/12 0:00,530000,house,4
1/31/12 0:00,540000,house,3
1/31/12 0:00,615000,house,4
1/31/12 0:00,663500,house,3
1/31/12 0:00,700000,house,3
2/1/12 0:00,585000,house,4
2/1/12 0:00,623000,house,3
2/2/12 0:00,428000,house,3
2/2/12 0:00,435000,house,3
2/2/12 0:00,450000,house,3
2/2/12 0:00,530000,house,3
2/2/12 0:00,550000,house,4
2/2/12 0:00,630000,house,4
2/2/12 0:00,760000,house,4
2/3/12 0:00,390000,house,3
2/3/12 0:00,415000,house,3
2/3/12 0:00,425000,house,3
2/3/12 0:00,555000,house,4
2/3/12 0:00,569000,house,4
2/4/12 0:00,460000,house,3
2/4/12 0:00,540000,house,3
2/4/12 0:00,940000,house,3
2/6/12 0:00,337500,house,3
2/6/12 0:00,379000,house,3
2/6/12 0:00,405000,house,3
2/6/12 0:00,432000,house,3
2/6/12 0:00,453000,house,3
2/6/12 0:00,471800,house,3
2/6/12 0:00,595000,house,4
2/6/12 0:00,860000,house,5
2/7/12 0:00,462000,house,3
2/7/12 0:00,462000,house,3
2/7/12 0:00,730500,house,3
2/8/12 0:00,425000,house,3
2/8/12 0:00,472500,house,4
2/8/12 0:00,480000,house,3
2/8/12 0:00,515000,house,4
2/8/12 0:00,550000,house,4
2/8/12 0:00,600000,house,4
2/8/12 0:00,940000,house,3
2/9/12 0:00,410000,house,4
2/9/12 0:00,470000,house,4
2/9/12 0:00,640000,house,3
2/9/12 0:00,652500,house,4
2/9/12 0:00,760000,house,5
2/10/12 0:00,577000,house,4
2/11/12 0:00,657500,house,3
2/11/12 0:00,725000,house,3
2/13/12 0:00,393000,house,3
2/13/12 0:00,411000,house,3
2/13/12 0:00,480000,house,3
2/14/12 0:00,445000,house,3
2/14/12 0:00,459000,house,3
2/14/12 0:00,510000,house,4
2/14/12 0:00,547500,house,4
2/14/12 0:00,575000,house,2
2/14/12 0:00,580000,house,3
2/14/12 0:00,610000,house,4
2/15/12 0:00,385000,house,3
2/15/12 0:00,448000,house,4
2/15/12 0:00,610000,house,4
2/15/12 0:00,829000,house,4
